name|gender|age|income|job|address|education|marriage|family_size|kids_num|login_date|login_time|stay_time|bounce_rate|active_degree|amount|trade_time|game_id|payment|risk|reputation|id
赵低倒|女|21|2000|快递员|杭州|大专|未婚|3|0|2016-08-02|20:49:27|694|0.448702944217|0.291551495232|80|08:27:34|10001|微信|无风险|差|169
赵低蹈|男|21|2000|学生|深圳|本科|已婚|4|0|2016-09-08|03:19:17|650|0.639189136982|0.463786720619|36|10:19:15|10002|微信|一般|优|170
赵低到|男|19|2000|保安|深圳|大专|未婚|4|0|2016-11-07|04:03:27|266|0.766767894034|0.324275772333|62|21:05:02|10001|QQ|一般|优|171
赵低悼|女|20|2000|快递员|上海|大专|未婚|4|0|2016-10-19|01:02:25|150|0.173094024326|0.576108884875|14|12:10:08|10001|微信|一般|中等|172
赵低盗|男|22|5200|快递员|乌鲁木齐|本科|未婚|3|0|2016-01-13|11:05:54|470|0.963093142779|0.215536268382|48|20:45:42|10001|微信|中等风险|良|173
赵低道|男|21|2000|快递员|青岛|本科|未婚|3|0|2016-11-12|16:36:55|42|0.906053409521|0.513528990788|92|22:36:26|10002|支付宝|无风险|良|174
赵低稻|女|23|2000|安检员|上海|大专|未婚|5|0|2016-09-24|06:37:46|106|0.483007691287|0.312889526518|74|15:08:23|10001|支付宝|一般|良|175
赵低得|男|21|2000|学生|武汉|大专|已婚|3|0|2016-07-12|23:29:18|570|0.526336414632|0.58871627508|80|00:15:07|10001|工商银行|低风险|良|176
赵低德|男|21|2000|快递员|深圳|高中|已婚|3|0|2016-08-12|11:03:42|246|0.919034734402|0.266122144489|20|02:21:10|10001|微信|无风险|良|177
赵低的|女|20|2000|厨师|杭州|大专|未婚|3|0|2016-12-31|10:24:06|402|0.218599043694|0.519494867111|100|09:01:02|10001|支付宝|低风险|优|178
赵低灯|男|23|2000|学生|郑州|大专|未婚|3|0|2016-05-02|01:37:09|550|0.253456540054|0.359997450231|70|16:32:55|10001|QQ|低风险|中等|179
赵低登|男|21|4000|学生|深圳|高中|未婚|4|0|2016-12-03|16:38:15|374|0.71362292177|0.279141959662|54|19:50:34|10001|支付宝|低风险|优|180
赵堤倒|女|21|2000|快递员|上海|本科|未婚|3|0|2016-09-27|02:31:54|90|0.878166263532|0.436047671531|60|02:44:09|10001|微信|一般|优|181
赵堤蹈|女|22|3800|快递员|合肥|本科|未婚|5|0|2016-12-20|05:12:49|794|0.381656989132|0.474807245735|64|12:04:35|10001|微信|一般|良|182
赵堤到|男|20|2000|快递员|上海|本科|未婚|3|0|2016-06-27|07:07:27|626|0.911993052889|0.463837364439|94|16:32:06|10001|QQ|无风险|良|183
赵堤悼|男|20|2000|快递员|武汉|大专|未婚|3|0|2016-02-22|10:07:06|30|0.870363005619|0.316537132798|62|21:37:03|10001|微信|一般|良|184
赵堤盗|男|21|5800|学生|杭州|大专|未婚|3|0|2016-09-07|00:32:47|282|0.518484481872|0.424350121217|62|06:03:47|10001|微信|一般|优|185
赵堤道|男|20|4400|快递员|成都|大专|未婚|3|0|2016-09-09|06:03:02|534|0.351288786366|0.286981453957|90|16:21:30|10001|微信|一般|良|186
赵堤稻|男|21|2000|快递员|深圳|高中|未婚|3|0|2016-04-30|03:54:27|654|0.387279179797|0.405035280467|66|12:58:05|10001|支付宝|一般|良|187
赵堤得|女|21|2000|保安|广州|大专|未婚|5|0|2016-01-19|01:23:32|530|0.955719160729|0.357306068768|36|08:07:54|10001|支付宝|中等风险|优|188
赵堤德|女|21|6000|快递员|济南|大专|未婚|4|0|2016-08-26|02:26:29|262|0.773098809061|0.402638623304|88|06:43:05|10001|QQ|低风险|良|189
赵堤的|男|20|2000|快递员|武汉|高中|未婚|3|0|2016-02-27|08:58:50|410|0.942442442206|0.539367141338|22|20:05:53|10001|QQ|低风险|良|190
赵堤灯|男|23|2000|快递员|北京|高中|已婚|3|0|2016-09-27|08:22:26|534|0.439828235669|0.492950638352|64|13:22:01|10001|微信|低风险|良|191
赵堤登|男|21|2000|快递员|重庆|大专|未婚|4|0|2016-07-25|13:16:21|290|0.136322959912|0.55860157029|38|08:40:16|10001|支付宝|一般|优|192
赵滴倒|男|22|2000|快递员|上海|大专|未婚|3|0|2016-02-09|10:32:09|614|0.162720975925|0.558298674846|94|09:37:06|10001|微信|一般|良|193
赵滴蹈|男|20|2000|快递员|广州|大专|未婚|3|0|2016-02-23|22:42:06|294|0.0428901298497|0.360842117608|32|08:28:19|10001|微信|低风险|优|194
赵滴到|男|20|2000|快递员|乌鲁木齐|本科|未婚|3|0|2016-09-21|22:35:13|558|0.473856284682|0.234448442375|86|19:58:14|10001|微信|无风险|良|195
赵滴悼|男|20|2000|快递员|深圳|大专|未婚|4|0|2016-07-31|03:57:51|406|0.474256664414|0.465021449924|46|22:42:59|10001|工商银行|低风险|良|196
赵滴盗|女|21|4800|快递员|重庆|高中|未婚|4|0|2016-07-17|07:33:23|262|0.451336378355|0.285079482951|88|04:40:27|10001|微信|低风险|良|197
赵滴道|男|22|2000|快递员|武汉|本科|未婚|4|0|2016-01-19|22:46:37|506|0.589225909469|0.387343280958|44|22:59:00|10002|支付宝|低风险|优|198
赵滴稻|男|22|2000|快递员|沈阳|本科|未婚|3|0|2016-05-03|15:52:52|446|0.721302086665|0.349249131117|58|21:49:04|10001|支付宝|一般|优|199
赵滴得|女|21|2000|快递员|成都|本科|未婚|3|0|2016-04-20|09:28:05|482|0.266444107733|0.520434645854|36|02:51:49|10001|微信|低风险|良|200
赵滴德|男|32|13000|驾驶员|淄博|大专|已婚|3|2|2016-08-04|00:25:42|366|0.555322322699|0.432696213751|158|05:17:48|10003|建设银行|中等风险|中等|201
赵滴的|男|34|15200|工人|北京|本科|已婚|4|1|2016-11-17|15:51:41|342|0.606945428096|0.439487173221|138|08:39:31|10003|建设银行|中等风险|良|202
赵滴灯|男|49|7400|白领|福州|本科|已婚|4|1|2016-03-18|21:12:59|714|0.060005831831|0.392977374964|48|03:59:08|10003|建设银行|高风险|差|203
赵滴登|男|28|5800|快递员|郑州|大专|已婚|5|2|2016-05-05|17:08:51|510|0.47667349046|0.60877864248|94|02:14:45|10001|建设银行|中等风险|中等|204
赵敌倒|女|27|14000|快递员|广州|大专|已婚|5|0|2016-03-07|11:49:05|494|0.801994712208|0.420456833526|44|13:10:16|10003|建设银行|中等风险|极差|205
赵敌蹈|男|27|13600|农民|杭州|大专|已婚|4|1|2016-05-07|02:15:38|486|0.880891356949|0.437589935742|82|23:06:12|10003|建设银行|中等风险|极差|206
赵敌到|女|33|8200|教师|合肥|大专|已婚|5|1|2016-09-23|17:39:49|798|0.422320228437|0.700427856749|130|07:39:34|10003|建设银行|中等风险|中等|207
赵敌悼|男|50|4000|工人|佛山|本科|已婚|3|1|2016-11-30|09:34:20|442|0.655736454185|0.604741883574|158|21:06:05|10003|建设银行|高风险|差|208
赵敌盗|男|27|16200|程序员|杭州|博士|已婚|4|2|2016-03-26|12:38:29|486|0.386569397752|0.61628731184|134|21:38:41|10003|招商银行|一般|中等|209
赵敌道|男|31|14600|农民|上海|硕士|未婚|4|0|2016-05-11|19:01:09|110|0.0776645668401|0.537402302574|148|07:22:45|10003|工商银行|中等风险|极差|210
赵敌稻|男|35|12800|保安|北京|高中|已婚|4|1|2016-06-17|17:32:42|606|0.593556176634|0.467620058206|118|10:57:05|10003|建设银行|高风险|极差|211
赵敌得|男|39|16800|工人|宁波|高中|已婚|3|0|2016-05-17|19:18:43|630|0.720286772664|0.740740805343|120|17:56:06|10003|北京银行|高风险|优|212
赵敌德|男|30|7600|工人|北京|大专|未婚|4|1|2016-08-24|22:17:28|390|0.402492815197|0.505068708228|114|18:40:00|10003|建设银行|中等风险|极差|213
赵敌的|男|42|10400|演员|深圳|本科|已婚|4|1|2016-09-11|10:38:11|382|0.673201266093|0.715244895239|120|15:51:59|10003|建设银行|高风险|差|214
赵敌灯|男|34|14400|工人|攀枝花|硕士|未婚|4|0|2016-11-11|15:51:21|234|0.479136663564|0.470870310297|160|00:26:45|10003|建设银行|高风险|极差|215
赵敌登|男|38|8600|安检员|杭州|高中|已婚|4|0|2016-12-25|19:07:28|158|0.171671837932|0.510474399658|68|10:16:00|10003|建设银行|中等风险|极差|216
赵笛倒|男|47|15400|保安|天津|高中|已婚|4|2|2016-03-24|22:16:27|626|0.16979239042|0.559612819568|82|22:13:36|10003|建设银行|中等风险|极差|217
赵笛蹈|男|28|4000|演员|上海|大专|已婚|4|2|2016-02-04|03:38:17|246|0.631720134285|0.463961377397|48|13:54:28|10003|建设银行|高风险|极差|218
赵笛到|男|42|12600|农民|广州|硕士|已婚|4|1|2016-09-05|08:50:28|278|0.645125201956|0.710683644903|38|18:02:35|10003|建设银行|中等风险|中等|219
赵笛悼|男|31|4200|演员|武汉|本科|未婚|4|0|2016-03-07|14:44:02|530|0.898584841045|0.403862952243|146|06:59:30|10001|建设银行|中等风险|差|220
赵笛盗|男|26|13400|工人|深圳|大专|未婚|5|0|2016-03-13|13:38:31|702|0.753466809783|0.325984089002|74|01:00:18|10003|建设银行|中等风险|差|221
赵笛道|男|39|4000|工人|武汉|硕士|已婚|3|1|2016-11-04|20:57:15|642|0.270959024472|0.545764904723|118|11:20:39|10003|建设银行|中等风险|差|222
赵笛稻|男|37|10400|白领|武汉|博士|未婚|4|0|2016-08-10|19:15:07|390|0.840274385386|0.628140090327|76|13:47:07|10003|建设银行|中等风险|极差|223
赵笛得|男|26|8400|高管|北京|高中|未婚|4|3|2016-11-26|08:44:15|430|0.620640962681|0.563549715348|86|21:55:53|10003|建设银行|中等风险|极差|224
赵笛德|男|47|11400|楼管|杭州|大专|已婚|5|1|2016-08-29|18:08:45|294|0.859593984852|0.357416073173|76|08:46:54|10003|建设银行|中等风险|极差|225
赵笛的|女|32|10200|秘书|武汉|高中|未婚|4|2|2016-12-29|15:48:13|534|0.863868093942|0.45837045937|132|04:55:41|10003|建设银行|高风险|差|226
赵笛灯|男|37|12400|农民|北京|大专|未婚|4|1|2016-05-23|02:08:26|462|0.362377189365|0.334214296893|142|06:39:11|10003|建设银行|中等风险|极差|227
赵笛登|女|49|7000|快递员|杭州|高中|已婚|4|1|2016-08-17|18:06:48|666|0.562383543994|0.656332097991|98|20:06:48|10001|建设银行|高风险|中等|228
赵底倒|女|47|15800|教师|武汉|高中|已婚|4|2|2016-04-26|07:55:53|534|0.799898727412|0.568503985537|126|17:43:05|10003|建设银行|中等风险|中等|229
赵底蹈|女|33|7800|工人|日照|大专|已婚|4|1|2016-02-28|21:02:36|390|0.768551958125|0.320278199212|116|08:17:33|10003|农业银行|中等风险|差|230
赵底到|男|40|10400|记者|镇江|高中|已婚|4|0|2016-09-30|22:28:13|530|0.604886807814|0.496021010797|132|04:14:51|10003|建设银行|高风险|极差|231
赵底悼|男|44|15400|快递员|济南|硕士|已婚|4|2|2016-08-11|16:42:39|418|0.202763889707|0.575005024794|144|07:24:43|10003|建设银行|中等风险|极差|232
赵底盗|男|44|12200|快递员|上海|本科|未婚|4|1|2016-07-23|18:40:49|382|0.149577613868|0.373254301914|50|22:08:04|10003|建设银行|中等风险|极差|233
赵底道|男|25|9400|工人|广州|本科|已婚|4|0|2016-08-02|07:54:30|562|0.140158013378|0.635796691022|156|01:56:20|10003|建设银行|低风险|差|234
赵底稻|男|43|13000|保安|深圳|大专|已婚|4|1|2016-10-08|04:04:16|258|0.0399028889573|0.592278137769|84|21:37:10|10003|北京银行|低风险|极差|235
赵底得|男|37|9400|工人|北京|高中|未婚|3|2|2016-12-28|02:32:03|618|0.322106279857|0.620779331074|50|03:54:19|10003|建设银行|中等风险|差|236
赵底德|男|49|8800|白领|攀枝花|高中|已婚|4|2|2016-01-13|03:23:49|766|0.31479187973|0.568961206014|104|12:11:54|10001|建设银行|中等风险|极差|237
赵底的|女|30|14400|工人|杭州|高中|未婚|4|2|2016-06-05|19:58:11|470|0.320465548021|0.685769959238|154|09:58:19|10003|建设银行|中等风险|极差|238
赵底灯|男|44|14200|农民|沈阳|高中|已婚|4|1|2016-02-29|06:31:31|322|0.264895755826|0.341829364621|24|13:33:49|10003|建设银行|中等风险|差|239
赵底登|女|43|8800|演员|上海|高中|未婚|4|1|2016-07-27|07:39:28|570|0.254257119866|0.595135987528|32|08:54:28|10003|建设银行|中等风险|极差|240
赵抵倒|男|26|6000|程序员|武汉|本科|未婚|4|3|2016-04-06|09:21:29|190|0.905144955847|0.533456525792|110|04:31:35|10003|招商银行|中等风险|中等|241
赵抵蹈|男|47|10600|演员|石家庄|高中|已婚|4|0|2016-08-07|23:51:37|18|0.792047382247|0.581500235837|98|11:50:50|10003|建设银行|中等风险|差|242
赵抵到|女|42|8000|演员|上海|大专|已婚|3|2|2016-09-28|01:41:10|430|0.990862917217|0.40254751483|162|22:05:11|10003|建设银行|一般|差|243
赵抵悼|男|33|13400|快递员|武汉|大专|已婚|4|1|2016-08-02|17:09:17|510|0.579866839583|0.448433595373|86|23:39:49|10003|建设银行|中等风险|极差|244
赵抵盗|男|26|14200|快递员|广州|大专|已婚|3|2|2016-12-14|00:08:13|522|0.652230670601|0.693464086111|84|08:18:17|10003|建设银行|中等风险|极差|245
赵抵道|男|45|8000|警察|武汉|大专|已婚|4|1|2016-08-03|10:01:08|558|0.480116699925|0.742839272373|156|00:48:58|10003|建设银行|中等风险|极差|246
赵抵稻|男|43|8800|白领|攀枝花|博士|已婚|4|1|2016-11-14|00:17:32|530|0.259102818714|0.495953305938|148|05:00:42|10003|建设银行|中等风险|差|247
赵抵得|男|49|4800|工人|深圳|硕士|已婚|3|3|2016-06-08|02:24:07|342|0.061178217733|0.423879155807|42|06:41:44|10003|建设银行|一般|极差|248
赵抵德|男|42|8000|程序员|深圳|大专|未婚|4|1|2016-11-19|22:44:52|138|0.953530879755|0.39152646981|200|22:02:01|10003|建设银行|中等风险|极差|249
赵抵的|女|47|8600|演员|宁波|大专|未婚|3|1|2016-12-17|03:36:31|406|0.493324567567|0.584687589581|50|05:59:00|10003|建设银行|高风险|差|250
赵抵灯|女|50|17200|农民|乌鲁木齐|博士|未婚|4|0|2016-10-05|23:27:54|102|0.683166042532|0.749464061212|150|18:23:07|10003|建设银行|中等风险|差|251
赵抵登|女|34|8600|演员|北京|高中|已婚|4|2|2016-11-06|22:35:47|414|0.710575257294|0.551552785909|106|11:59:17|10003|建设银行|一般|中等|252
赵地倒|女|40|8600|程序员|北京|本科|已婚|4|1|2016-11-06|01:47:18|598|0.480789350372|0.475854074364|60|05:49:55|10003|建设银行|中等风险|差|253
赵地蹈|男|28|16600|工人|齐齐哈尔|本科|已婚|4|0|2016-06-01|08:36:56|366|0.172719625051|0.709714147039|162|03:51:59|10003|农业银行|中等风险|差|254
赵地到|男|43|13600|快递员|北京|本科|未婚|4|3|2016-09-11|21:38:46|454|0.544586349049|0.514292753558|116|11:20:00|10001|建设银行|中等风险|极差|255
赵地悼|男|31|17400|工人|开封|本科|已婚|3|2|2016-05-15|13:37:07|430|0.485608830893|0.377222795773|78|10:36:10|10003|工商银行|中等风险|差|256
赵地盗|男|30|15200|工人|深圳|大专|已婚|3|2|2016-12-16|03:03:34|162|0.867083527297|0.466042707578|114|10:23:01|10003|建设银行|中等风险|差|257
赵地道|女|40|11200|楼管|杭州|高中|已婚|3|1|2016-12-27|06:38:10|434|0.802339880145|0.354384697912|116|04:06:56|10003|建设银行|高风险|差|258
赵地稻|男|43|8000|律师|深圳|博士|已婚|5|1|2016-11-23|08:25:35|514|0.0855683768356|0.449184304959|50|06:50:50|10003|北京银行|中等风险|极差|259
赵地得|女|47|9800|白领|海口|硕士|已婚|4|2|2016-08-18|23:40:24|434|0.869210943378|0.633366844312|36|17:50:28|10003|建设银行|中等风险|差|260
赵地德|男|27|4000|教师|北京|大专|已婚|3|0|2016-11-11|17:25:30|238|0.0930247060324|0.420650105941|152|08:01:57|10003|建设银行|低风险|优|261
赵地的|男|28|11800|程序员|淄博|大专|已婚|3|1|2016-03-27|08:28:17|390|0.253770593026|0.698090707136|30|04:18:56|10001|北京银行|中等风险|良|262
赵地灯|女|36|6800|演员|郑州|博士|已婚|4|3|2016-11-27|15:21:36|430|0.240266905763|0.592504363005|64|23:16:42|10003|建设银行|中等风险|优|263
赵地登|女|36|14800|消防员|南宁|高中|已婚|4|1|2016-12-13|15:20:10|546|0.893440347812|0.644227792393|100|04:46:14|10003|建设银行|高风险|极差|264
赵弟倒|男|50|11800|保安|宁波|高中|已婚|4|0|2016-11-13|04:50:26|726|0.523465855038|0.35869235288|86|10:37:54|10003|建设银行|中等风险|中等|265
赵弟蹈|男|43|12200|演员|青岛|博士|未婚|4|1|2016-02-07|05:31:05|578|0.805021073474|0.42435213379|64|04:19:45|10003|招商银行|高风险|良|266
赵弟到|男|49|7200|工人|北京|大专|已婚|4|2|2016-05-10|19:57:13|382|0.93563991257|0.326114014014|72|19:17:28|10003|北京银行|中等风险|良|267
赵弟悼|男|46|7400|农民|成都|高中|已婚|4|1|2016-09-02|17:44:49|330|0.523300065129|0.534380982421|22|22:27:24|10003|建设银行|高风险|极差|268
赵弟盗|女|30|9000|演员|武汉|高中|已婚|3|1|2016-03-15|10:50:29|202|0.902575530963|0.781779864867|136|08:22:45|10003|建设银行|低风险|差|269
赵弟道|男|37|8000|演员|北京|大专|已婚|5|1|2016-03-03|03:48:12|142|0.650687768692|0.474176783281|86|01:02:42|10003|建设银行|中等风险|极差|270
赵弟稻|男|39|6000|农民|佛山|大专|已婚|4|2|2016-02-07|19:49:56|450|0.0471088920342|0.407318291425|106|10:25:17|10003|建设银行|中等风险|差|271
赵弟得|男|31|4800|工人|上海|大专|已婚|4|2|2016-08-28|05:45:16|426|0.850737215967|0.688699382633|144|11:28:14|10003|建设银行|中等风险|差|272
赵弟德|男|48|7600|篮球运动员|无锡|高中|已婚|3|3|2016-08-23|21:18:22|170|0.667718705374|0.38354150139|148|19:52:45|10003|建设银行|高风险|优|273
赵弟的|女|43|8000|工人|武汉|本科|已婚|4|2|2016-01-12|17:58:15|262|0.241491815837|0.762916161315|24|09:39:57|10003|建设银行|中等风险|极差|274
赵弟灯|男|27|9400|导游|广州|大专|已婚|4|3|2016-08-09|18:35:48|286|0.0969348644625|0.494088072375|104|16:56:41|10003|建设银行|中等风险|极差|275
赵弟登|男|43|5400|工人|乌鲁木齐|本科|已婚|4|1|2016-07-30|01:56:19|442|0.733151552528|0.527653889956|94|15:50:15|10003|建设银行|中等风险|极差|276
赵帝倒|女|40|4000|工人|重庆|大专|未婚|3|0|2016-01-07|23:12:08|682|0.484848487302|0.408471606405|62|09:22:38|10003|建设银行|中等风险|良|277
赵帝蹈|男|36|9400|教师|广州|大专|未婚|5|2|2016-10-22|08:29:44|138|0.801272539079|0.419135927895|62|10:00:53|10003|建设银行|中等风险|良|278
赵帝到|男|41|12200|医生|杭州|本科|未婚|4|1|2016-06-26|06:43:31|442|0.677540602051|0.594606179401|30|15:33:50|10003|建设银行|中等风险|中等|279
赵帝悼|男|32|17000|保安|深圳|博士|已婚|4|1|2016-10-22|11:46:26|494|0.19209515495|0.397658380621|92|07:58:13|10003|建设银行|中等风险|极差|280
赵帝盗|女|30|11000|程序员|广州|高中|已婚|5|3|2016-07-08|08:59:07|782|0.787156315426|0.532347489457|140|00:12:25|10003|建设银行|中等风险|极差|281
赵帝道|女|44|13200|工人|攀枝花|博士|已婚|4|3|2016-08-08|11:20:41|566|0.230715259161|0.585912330048|84|16:17:24|10003|建设银行|中等风险|优|282
赵帝稻|男|38|13000|快递员|杭州|本科|已婚|4|1|2016-11-23|03:56:34|66|0.694846887832|0.374529504593|128|10:36:43|10003|建设银行|中等风险|差|283
赵帝得|男|40|8200|导演|日照|博士|已婚|4|1|2016-05-30|04:33:08|462|0.0710525921362|0.727130704209|116|20:43:52|10003|建设银行|中等风险|中等|284
赵帝德|女|27|4000|农民|北京|大专|已婚|4|1|2016-12-21|09:11:38|494|0.284440712334|0.784882691591|62|23:57:36|10003|建设银行|中等风险|差|285
赵帝的|女|33|6400|工人|杭州|本科|已婚|5|1|2016-01-12|07:50:42|130|0.547453341582|0.619596721252|48|04:34:19|10003|建设银行|高风险|差|286
赵帝灯|男|47|11400|律师|海口|大专|已婚|3|0|2016-01-16|08:56:00|538|0.603390695381|0.681645420898|130|16:16:38|10001|建设银行|高风险|差|287
赵帝登|女|25|14000|工人|深圳|高中|已婚|5|1|2016-08-07|07:10:04|382|0.51246043798|0.317296758617|56|15:41:38|10003|建设银行|高风险|极差|288
赵递倒|男|25|4200|程序员|上海|高中|已婚|4|1|2016-03-04|06:15:10|418|0.795441949528|0.53542094089|106|21:46:23|10001|建设银行|中等风险|差|289
赵递蹈|男|35|4000|工人|武汉|大专|未婚|4|2|2016-11-15|19:45:59|402|0.789660269253|0.391317278326|88|12:01:38|10001|建设银行|高风险|良|290
赵递到|男|31|12000|快递员|昆明|高中|未婚|3|1|2016-12-10|22:16:20|262|0.186098302747|0.330148326522|26|21:01:15|10003|建设银行|中等风险|差|291
赵递悼|男|33|14800|快递员|青岛|大专|已婚|4|2|2016-08-02|16:08:40|134|0.736624981867|0.523738473901|128|22:12:42|10003|建设银行|高风险|中等|292
赵递盗|男|38|7200|程序员|攀枝花|高中|已婚|4|3|2016-02-17|00:04:38|286|0.625171796393|0.408051661672|22|10:55:14|10003|建设银行|中等风险|优|293
赵递道|男|46|14600|快递员|海口|硕士|已婚|3|0|2016-02-15|14:15:40|338|0.194147991393|0.469857838524|90|17:37:06|10003|建设银行|中等风险|极差|294
赵递稻|男|34|10800|教师|哈尔滨|大专|已婚|4|1|2016-09-18|10:37:24|634|0.0590590477213|0.792979768259|60|10:03:53|10001|建设银行|中等风险|极差|295
赵递得|女|31|13600|工人|合肥|本科|未婚|4|0|2016-03-30|10:58:50|270|0.0849533553489|0.480540790673|54|09:58:48|10003|建设银行|中等风险|极差|296
赵递德|男|47|4200|农民|郑州|高中|未婚|3|2|2016-02-13|07:55:42|482|0.269856354809|0.471086465307|42|11:04:32|10003|建设银行|中等风险|极差|297
赵递的|女|25|12200|工人|武汉|高中|未婚|4|1|2016-08-27|14:10:21|182|0.311404722048|0.354736118104|22|09:22:37|10003|建设银行|高风险|极差|298
赵递灯|男|48|18000|工人|深圳|高中|已婚|5|0|2016-07-31|01:05:31|418|0.47467077358|0.664800649564|108|06:35:45|10003|建设银行|高风险|差|299
赵递登|男|31|12400|农民|北京|高中|未婚|4|0|2016-11-16|14:35:10|194|0.879868512312|0.465708902954|54|02:24:25|10003|建设银行|高风险|优|300
赵第倒|男|58|7800|售楼员|济南|高中|已婚|3|1|2016-07-09|03:06:51|394|0.878196221043|0.509727714436|32|17:42:12|10003|北京银行|一般|中等|301
赵第蹈|女|58|4400|工人|武汉|大专|已婚|4|1|2016-11-12|14:50:14|206|0.891405110765|0.491827006497|48|04:27:58|10003|北京银行|中等风险|中等|302
赵第到|男|56|7800|工人|北京|硕士|已婚|5|1|2016-11-28|22:45:06|478|0.410777140714|0.231279446303|76|23:56:48|10009|建设银行|一般|优|303
赵第悼|男|55|4000|演员|武汉|大专|已婚|4|2|2016-07-20|01:48:21|550|0.262915267795|0.256234765784|12|03:40:35|10009|建设银行|一般|中等|304
赵第盗|男|53|9000|教师|杭州|博士|已婚|3|1|2016-05-03|08:43:04|314|0.189324435591|0.51245829186|96|13:30:06|10003|招商银行|低风险|中等|305
赵第道|男|62|7600|工人|上海|高中|已婚|3|1|2016-07-24|23:37:43|286|0.659017918379|0.325326502937|40|07:13:38|10009|农业银行|一般|差|306
赵第稻|女|58|4000|保安|乌鲁木齐|高中|已婚|4|3|2016-08-22|14:03:21|522|0.206675943591|0.36427847507|88|07:38:22|10003|北京银行|无风险|良|307
赵第得|女|59|4000|经纪人|开封|硕士|已婚|3|1|2016-01-08|12:55:58|434|0.969989867677|0.302639774213|44|19:16:08|10009|农业银行|低风险|良|308
赵第德|男|57|9000|快递员|上海|本科|已婚|4|3|2016-12-24|22:59:19|650|0.398978647001|0.308506424425|74|06:37:33|10003|北京银行|中等风险|良|309
赵第的|女|59|4000|工人|海口|高中|已婚|5|1|2016-02-29|23:53:57|542|0.332212639871|0.461611399392|88|04:52:14|10009|建设银行|低风险|良|310
赵第灯|男|61|4000|导演|北京|高中|已婚|4|2|2016-04-13|18:27:58|386|0.971712394335|0.39884641104|70|20:35:35|10003|招商银行|低风险|优|311
赵第登|男|62|4800|工人|佛山|大专|已婚|3|1|2016-04-09|04:18:28|702|0.599694842824|0.355739505422|98|22:35:52|10003|北京银行|一般|极差|312
赵颠倒|男|54|4000|程序员|深圳|博士|已婚|5|2|2016-09-26|09:35:01|362|0.0270934230975|0.559789227468|22|05:36:54|10003|北京银行|一般|中等|313
赵颠蹈|女|54|4000|工人|上海|博士|已婚|3|2|2016-03-18|17:30:03|494|0.694128274926|0.319775543716|66|02:29:34|10002|建设银行|低风险|差|314
赵颠到|男|64|7000|程序员|攀枝花|高中|已婚|4|1|2016-04-18|17:20:58|382|0.508175003167|0.550757732722|44|20:14:18|10002|北京银行|低风险|良|315
赵颠悼|男|52|4000|工人|杭州|大专|已婚|3|1|2016-04-07|12:18:07|298|0.969871010207|0.407433017793|82|08:05:01|10003|招商银行|低风险|良|316
赵颠盗|男|61|8200|警察|北京|大专|已婚|3|2|2016-08-05|12:22:50|14|0.207900883295|0.359146183014|26|18:08:25|10002|北京银行|一般|中等|317
赵颠道|男|63|8600|经纪人|乌鲁木齐|硕士|已婚|4|1|2016-02-14|11:30:47|766|0.195177770156|0.593123909174|16|15:08:50|10003|建设银行|高风险|中等|318
赵颠稻|男|56|4000|工人|广州|高中|已婚|4|1|2016-07-04|05:10:38|234|0.830285341777|0.256354058628|14|07:00:33|10002|招商银行|高风险|中等|319
赵颠得|男|54|4000|演员|深圳|大专|已婚|4|2|2016-01-30|08:32:41|458|0.749721993418|0.336842601916|76|22:50:15|10009|建设银行|一般|中等|320
赵颠德|男|55|4000|清洁工人|开封|大专|已婚|4|1|2016-03-20|09:07:38|718|0.35241753073|0.202442510583|24|19:36:16|10001|北京银行|中等风险|中等|321
赵颠的|男|61|7800|保安|广州|本科|已婚|3|2|2016-04-10|17:45:29|434|0.71708255601|0.417969050076|100|23:11:00|10009|工商银行|低风险|中等|322
赵颠灯|男|60|4000|工人|武汉|高中|已婚|3|3|2016-03-05|09:06:31|662|0.806642105224|0.4421745078|22|10:48:52|10003|招商银行|中等风险|差|323
赵颠登|男|53|4000|程序员|上海|大专|已婚|4|3|2016-10-15|14:51:20|374|0.407166194576|0.483152493546|94|23:54:07|10009|工商银行|中等风险|中等|324
赵典倒|女|52|4000|程序员|厦门|本科|已婚|4|2|2016-08-19|14:29:49|414|0.0306856309381|0.434736245733|56|06:10:48|10003|招商银行|一般|良|325
赵典蹈|男|61|4000|保安|杭州|硕士|已婚|3|2|2016-04-24|23:57:46|98|0.679139916035|0.547171425796|14|05:32:13|10003|农业银行|中等风险|良|326
赵典到|男|59|8400|教师|上海|大专|已婚|4|1|2016-11-05|07:10:18|138|0.283764972941|0.579331147226|40|15:49:06|10003|建设银行|一般|良|327
赵典悼|男|65|4000|农民|杭州|大专|已婚|5|1|2016-12-10|13:15:14|178|0.0734229152719|0.362854639914|66|04:48:32|10003|工商银行|无风险|差|328
赵典盗|男|64|4000|驾驶员|佛山|高中|已婚|5|1|2016-11-24|08:43:59|62|0.337678239324|0.203304741074|28|07:58:14|10003|建设银行|低风险|中等|329
赵典道|女|60|4000|保安|武汉|高中|已婚|3|2|2016-05-28|05:35:19|454|0.424751513893|0.594178760698|38|16:08:21|10003|招商银行|一般|中等|330
赵典稻|男|59|4000|农民|广州|博士|已婚|3|1|2016-08-19|16:43:02|770|0.0996546847555|0.210219958504|70|08:05:03|10009|建设银行|中等风险|差|331
